loop,iteration,qd_score,max_fitness,coverage,std_fitness,std_bd,time
1,1,92.5523,-0.097040564,1.26,1.1446592,5.639791,5.730015993118286
2,11,499.49133,-0.08196497,6.72,6.089203,29.985764,0.00613713264465332
3,21,833.28723,-0.06821931,11.09,10.044786,49.626347,0.0055332183837890625
4,31,1141.6018,-0.06821931,15.049999,13.58061,67.4717,0.005591630935668945
5,41,1421.7646,-0.06821931,18.57,16.667622,83.59643,0.005455732345581055
6,51,1663.2662,-0.060371008,21.5,19.448046,97.13611,0.006403923034667969
7,61,1911.5582,-0.05979204,24.529999,22.24941,110.89733,0.0069658756256103516
8,71,2132.6619,-0.05979204,27.17,24.637604,122.535965,0.005873441696166992
9,81,2320.248,-0.05979204,29.369999,26.662355,132.21527,0.005876302719116211
10,91,2495.3672,-0.044872966,31.38,28.558748,141.24127,0.006908893585205078
11,101,2648.9326,-0.044872966,33.11,30.09322,148.93707,0.005070924758911133
12,111,2825.3325,-0.044872966,35.13,31.869556,157.94524,0.006108760833740234
13,121,2970.5815,-0.044872966,36.73,33.42267,164.97925,0.00347137451171875
14,131,3122.088,-0.044872966,38.41,34.90966,172.53091,0.004965066909790039
15,141,3270.4102,-0.044872966,40.03,36.345604,179.90945,0.006428241729736328
16,151,3407.2021,-0.044872966,41.53,37.667404,186.72409,0.007734537124633789
17,161,3542.9136,-0.044872966,43.0,38.958076,193.18784,0.00559687614440918
18,171,3672.5708,-0.039043088,44.41,40.139614,199.96503,0.005126237869262695
19,181,3792.587,-0.039043088,45.69,41.21888,205.59546,0.006604909896850586
20,191,3898.244,-0.03487283,46.78,42.26903,210.6274,0.005124092102050781
21,201,4012.2742,-0.03487283,47.989998,43.442917,216.08383,0.004982471466064453
22,211,4124.3584,-0.03487283,49.19,44.573074,221.62215,0.005547046661376953
23,221,4232.9463,-0.03487283,50.32,45.499405,226.62007,0.00835728645324707
24,231,4331.977,-0.03487283,51.329998,46.449814,231.34721,0.006196022033691406
25,241,4431.716,-0.03487283,52.36,47.398746,235.98123,0.006100177764892578
26,251,4527.1655,-0.03487283,53.32,48.281357,240.40297,0.006356239318847656
27,261,4617.75,-0.03487283,54.239998,49.129776,244.48547,0.0062291622161865234
28,271,4700.2324,-0.030185461,55.059998,49.883327,248.061,0.00522303581237793
29,281,4791.2095,-0.030185461,55.989998,50.68924,252.22801,0.006078958511352539
30,291,4866.3267,-0.030185461,56.73,51.3001,255.73636,0.005685329437255859
31,301,4938.877,-0.030185461,57.46,52.047226,258.87543,0.0058689117431640625
32,311,5011.084,-0.030185461,58.19,52.79858,262.1118,0.00609898567199707
33,321,5077.6006,-0.030185461,58.829998,53.2621,265.04984,0.0075304508209228516
34,331,5151.0845,-0.03003291,59.55,53.847076,268.28302,0.006551980972290039
35,341,5224.1733,-0.03003291,60.27,54.618866,271.4792,0.0068438053131103516
36,351,5289.996,-0.027311087,60.92,55.133293,274.53162,0.00725102424621582
37,361,5339.046,-0.0258323,61.37,55.57355,276.89072,0.00620722770690918
38,371,5404.867,-0.0258323,62.03,56.207085,279.95178,0.0063097476959228516
39,381,5465.584,-0.0258323,62.609997,56.65751,282.7592,0.007706880569458008
40,391,5518.9595,-0.0258323,63.12,57.11901,285.21008,0.0051839351654052734
41,401,5583.1494,-0.016985446,63.739998,57.79863,287.9827,0.0061187744140625
42,411,5638.5713,-0.016985446,64.28,58.305813,290.5786,0.0067751407623291016
43,421,5689.3115,-0.016985446,64.75,58.692505,292.65646,0.006928443908691406
44,431,5737.0884,-0.016985446,65.22,59.055458,294.80716,0.005862236022949219
45,441,5783.227,-0.016985446,65.64,59.486412,297.08984,0.006646394729614258
46,451,5825.188,-0.016985446,66.03,59.7558,298.4548,0.0074346065521240234
47,461,5872.545,-0.016985446,66.479996,60.061142,300.24164,0.007452964782714844
48,471,5918.1304,-0.016985446,66.909996,60.53044,302.1097,0.006167411804199219
49,481,5969.6426,-0.016985446,67.39,61.04239,304.29065,0.005528688430786133
50,491,6026.1226,-0.016985446,67.95,61.483242,307.28168,0.00785970687866211
51,501,6063.8447,-0.016985446,68.29,61.760567,308.8579,0.005387306213378906
52,511,6109.8594,-0.016985446,68.72,62.112053,310.4395,0.0037653446197509766
53,521,6142.665,-0.016985446,69.02,62.43904,311.54547,0.005898475646972656
54,531,6178.02,-0.016985446,69.34,62.746376,312.89355,0.006134748458862305
55,541,6210.3413,-0.016985446,69.63,63.031506,314.0274,0.006274700164794922
56,551,6242.54,-0.016985446,69.909996,63.200054,315.60934,0.006269693374633789
57,561,6276.8174,-0.016985446,70.22,63.367325,317.20032,0.0070459842681884766
58,571,6315.3237,-0.016985446,70.58,63.686516,319.07928,0.005926370620727539
59,581,6351.5537,-0.016985446,70.92,64.04366,320.71912,0.005441188812255859
60,591,6381.286,-0.016985446,71.189995,64.300766,321.9254,0.004409074783325195
61,601,6406.292,-0.016985446,71.4,64.49249,322.8401,0.003887653350830078
62,611,6436.99,-0.016985446,71.67,64.76083,324.15393,0.0060198307037353516
63,621,6464.4746,-0.016985446,71.909996,64.90073,325.23184,0.007882833480834961
64,631,6490.9414,-0.016985446,72.14,65.134224,326.06833,0.005755901336669922
65,641,6515.14,-0.016985446,72.34,65.322525,327.21133,0.006226301193237305
66,651,6538.3916,-0.016985446,72.54,65.511475,328.33344,0.005982875823974609
67,661,6567.235,-0.016985446,72.799995,65.63509,329.56915,0.007051229476928711
68,671,6597.4297,-0.016985446,73.08,65.92244,330.94373,0.006981372833251953
69,681,6617.712,-0.016985446,73.24,66.05799,331.69824,0.0061228275299072266
70,691,6643.905,-0.016985446,73.47,66.20326,332.89804,0.006879568099975586
71,701,6664.9805,-0.016985446,73.65,66.350876,333.5765,0.006433963775634766
72,711,6694.475,-0.014842709,73.92,66.647064,334.76508,0.0070018768310546875
73,721,6720.184,-0.014842709,74.15,66.815216,335.9932,0.005991935729980469
74,731,6741.2534,-0.014842709,74.33,67.06665,336.84012,0.005944967269897461
75,741,6759.2803,-0.014842709,74.479996,67.20068,337.80927,0.006974458694458008
76,751,6776.9727,-0.014842709,74.619995,67.30621,338.35544,0.006132841110229492
77,761,6801.5166,-0.014842709,74.84,67.609215,339.5436,0.0063059329986572266
78,771,6826.6084,-0.014842709,75.06,67.75519,340.8012,0.005817890167236328
79,781,6844.6562,-0.014842709,75.21,67.88749,341.0193,0.006514549255371094
80,791,6861.1807,-0.014842709,75.34,67.9692,341.35562,0.00628209114074707
81,801,6876.9937,-0.014842709,75.47,68.09652,342.03333,0.00714111328125
82,811,6893.717,-0.014842709,75.6,68.2607,342.7741,0.006798982620239258
83,821,6913.7295,-0.014842709,75.77,68.42106,343.57428,0.006407499313354492
84,831,6930.7344,-0.014842709,75.909996,68.46782,344.06183,0.00632023811340332
85,841,6944.4873,-0.014842709,76.02,68.58725,344.42633,0.0071909427642822266
86,851,6965.313,-0.014842709,76.21,68.76115,345.0995,0.007190704345703125
87,861,6983.4478,-0.014842709,76.369995,68.85151,345.76428,0.0060863494873046875
88,871,7004.19,-0.014842709,76.549995,69.003235,346.19183,0.007082223892211914
89,881,7019.8687,-0.014842709,76.68,69.14375,346.75287,0.006895303726196289
90,891,7039.914,-0.014842709,76.86,69.25472,347.6162,0.0069446563720703125
91,901,7050.676,-0.014842709,76.939995,69.31494,347.9739,0.0063631534576416016
92,911,7067.6934,-0.014842709,77.07,69.445694,348.57092,0.007142782211303711
93,921,7078.864,-0.014842709,77.15,69.55311,348.6651,0.00672149658203125
94,931,7097.1904,-0.014842709,77.31,69.704666,349.35596,0.00686955451965332
95,941,7108.988,-0.014842709,77.4,69.76944,349.7968,0.00391387939453125
96,951,7122.2705,-0.014842709,77.509995,69.88896,350.24478,0.0066263675689697266
97,961,7134.786,-0.014842709,77.61,69.90515,350.81085,0.007370471954345703
98,971,7147.6245,-0.014842709,77.71,69.98396,351.417,0.00652623176574707
99,981,7164.3193,-0.014842709,77.85,70.18192,351.872,0.007510185241699219
100,991,7174.147,-0.014842709,77.92,70.17098,352.06796,0.003681182861328125
101,1001,7184.5186,-0.014842709,78.0,70.32233,352.33597,0.006742238998413086
102,1011,7262.134,-0.014842709,78.659996,-4751.365,-2665.9133,0.168534517288208
103,1021,7323.3135,-0.014842709,79.24,-7143.8125,-4169.8154,0.14390301704406738
104,1031,7381.178,-0.014842709,79.82,-8849.504,-5218.539,0.17075467109680176
105,1041,7437.282,-0.014842709,80.4,-10144.551,-6043.7393,0.17828869819641113
106,1051,7482.629,-0.014842709,80.869995,-11075.067,-6636.41,0.13851261138916016
107,1061,7530.822,-0.014842709,81.4,-11850.799,-7128.1865,0.1366584300994873
108,1071,7572.101,-0.014842709,81.83,-12539.168,-7556.16,0.10472226142883301
109,1081,7612.767,-0.014842709,82.27,-13146.809,-7933.206,0.150801420211792
110,1091,7645.7812,-0.014842709,82.63,-13624.08,-8227.383,0.15363073348999023
111,1101,7681.0947,-0.014842709,83.02,-14101.768,-8535.175,0.15114951133728027
