loop,iteration,std_fitness,std_std_fitness,std_bd,std_std_bd
1,1,5.246231,0.2970248812941207,26.247751,1.4967319678969113
2,11,8.282373,0.6960486457092455,41.44742,3.407872149718061
3,21,10.923344,0.8916481965738282,54.522484,4.431686480670157
4,31,13.157645,0.8896099574319973,65.77519,4.498696183149067
5,41,14.681677,1.1940561970522825,73.29076,6.070371696288787
6,51,16.658026,1.1322926160471765,83.31956,5.725795995865033
7,61,18.457829,1.1338911660963942,92.34343,5.73014958650435
8,71,19.737268,1.3038174689572153,98.65001,6.416675812696616
9,81,20.891676,1.459981555393683,104.323265,7.345856350097242
10,91,22.233059,1.4871480080191875,111.315384,7.381325644412296
11,101,23.421293,1.477635952680984,116.99855,7.387596912514225
12,111,24.84542,1.2573303861731169,124.20966,6.302961547211278
13,121,26.18996,1.2189910388887033,130.96474,6.067304020611938
14,131,27.014347,1.2380770280454128,135.02664,6.160241261909794
15,141,28.129377,1.1475765433258727,140.8148,5.791681139740344
16,151,28.464771,1.1738694914991876,142.33455,5.837477389233811
17,161,29.903923,0.8398026922192146,149.59001,4.17643464502152
18,171,30.36877,1.0481896230657128,151.78416,5.235008215066712
19,181,31.082119,0.8926155548816311,155.56422,4.519593681464741
20,191,32.075516,1.0743479001018983,160.36299,5.341431743304029
21,201,32.662025,1.0132002696436682,163.27869,5.123056961095004
22,211,33.527866,0.9404758220079031,167.84259,4.8311181474420595
23,221,34.06813,0.9450531047292544,170.08391,4.680782512437855
24,231,34.576687,0.8163421762959445,172.6092,4.044140492003703
25,241,35.17375,0.9556308568820078,175.92172,4.849578239015842
26,251,35.992508,0.7421110076339262,179.86368,3.671734902814196
27,261,36.087196,0.8279919938985889,180.45486,4.159722647220612
28,271,36.637714,0.9020642611034755,182.89948,4.428511206484631
29,281,37.18289,0.7880620058405564,185.65714,4.0790150398869525
30,291,37.668007,0.7962961495471382,188.37628,4.0268462517031915
31,301,38.012657,0.7886971410037197,190.0653,3.9281030560696863
32,311,38.450134,0.7579145589618916,192.29753,3.827969430894664
33,321,39.07758,0.7207099670900613,195.4579,3.6488072085567906
34,331,39.223892,0.6169073754947642,196.23714,3.2768049056640556
35,341,39.398956,0.7181690886682893,196.94308,3.6540341774066607
36,351,39.88497,0.6802748817589548,199.45497,3.497856701312966
37,361,40.381187,0.8052531326089706,202.07426,4.125108937972915
38,371,40.594597,0.5884299144113592,202.93668,2.9753461389397993
39,381,41.085205,0.6450230587662436,205.29756,3.2263685323719535
40,391,41.150116,0.6552229969168065,205.82883,3.4335709346369967
41,401,41.422623,0.44895181282921753,207.31754,2.334994515894201
42,411,41.851967,0.650637970728853,209.50732,3.1306220163692755
43,421,42.04664,0.6494205376729015,210.37468,3.3337646915857717
44,431,42.368866,0.8534952896947015,211.89668,4.295770031696768
45,441,42.689323,0.681151428731496,213.47873,3.458012147476638
46,451,42.657066,0.6871829640959968,213.05984,3.4204880235042476
47,461,42.77062,0.8317078445022867,213.7804,4.193450609384111
48,471,43.439735,0.6662406595909316,217.16147,3.2862166978031184
49,481,43.54369,0.6845021434507271,217.63629,3.3657216805232113
50,491,43.761368,0.7738775394709408,218.70319,3.682968981514787
51,501,43.85352,0.6110204468756834,219.24283,3.0475730332617093
52,511,44.050694,0.6707882592651724,220.30168,3.359991965811823
53,521,44.1616,0.7397432707117794,221.04654,3.6101766112610054
54,531,44.15934,0.5124694303958433,220.891,2.4888187345807298
55,541,44.443764,0.731581670660056,222.27757,3.8036328427617727
56,551,44.84686,0.6035385690368426,224.13882,3.05900873537557
57,561,44.656387,0.39435338973940565,223.16457,1.9512594275759434
58,571,44.959484,0.47107100020043613,224.61938,2.336172725109164
59,581,44.91849,0.52288288063068,224.45007,2.461697849303204
60,591,45.135414,0.3845394563768969,225.60541,1.9217146596037675
61,601,45.446037,0.4485246028768542,227.32538,2.310458067007495
62,611,45.71379,0.48509631937049397,228.236,2.3520795419577083
63,621,45.614307,0.391131361037389,228.2319,1.9472455830983426
64,631,45.56009,0.48722980542015215,227.4365,2.480800303660088
65,641,45.4228,0.34190649308464377,226.95892,1.7907837479003412
66,651,45.959415,0.38202850775773295,229.73544,1.9329333094237904
