loop,iteration,Loss_qd_score,Loss_max_fitness,Loss_coverage
2,11,0.3180907102603042,-0.21048801079457877,0.3277723258096173
3,21,0.32543219307249777,-0.06914923084962159,0.33453233420457645
4,31,0.33652070950984736,-0.30500935198757695,0.34325497005683053
5,41,0.3530058561539674,-0.5708710524205806,0.35857950974230046
6,51,0.36556092119801914,-0.6487918102203872,0.3705057585501315
7,61,0.37757744247653774,-0.8441007783995688,0.38158440481128164
8,71,0.38952567791348824,-1.2425375886247103,0.39296580721935737
9,81,0.39773943744355955,-1.6390265142106808,0.4006656042412701
10,91,0.40344445597129314,-1.5438369891712982,0.4063472308649657
11,101,0.4117657017484434,-5.157892440296053,0.4135108722208649
12,111,0.4186349165146893,-4.979304054344513,0.4204763847736035
13,121,0.41890064499759466,-5.443669671317044,0.4208590650213574
14,131,0.42356746185408295,1.6416619043084162,0.4246301948814276
15,141,0.4263381140988591,1.6026780878303104,0.42715963417972536
16,151,0.43361982597044507,0.9984274052062302,0.4338990878651426
17,161,0.4330065787005314,0.9581805721955393,0.4327519394078494
18,171,0.43420561237446553,0.9619643201130569,0.4348471017800091
19,181,0.4353782604379335,0.93958063028938,0.4355772845953003
20,191,0.43658789689309424,0.9613226292069129,0.43606560768795927
21,201,0.44020733266559364,0.9433124254767247,0.4394007997296689
22,211,0.4425453389760111,0.9373368122529662,0.4419518115535614
23,221,0.447549906880158,0.9532131473254843,0.4465324384787473
24,231,0.4480557202218334,0.9461221068904655,0.44613155074243604
25,241,0.453379716341799,0.9424885325671793,0.4514908767245216
26,251,0.4538597414987765,0.9366605596399958,0.4516200317143826
27,261,0.4593898484057412,0.9253369910314699,0.4575351788284797
28,271,0.4607184544322031,0.9215814287407862,0.45867405524861876
29,281,0.4638538917996462,0.9207200029278231,0.4615809061845441
30,291,0.4676134639786163,0.9543438088844872,0.46522121945850753
31,301,0.46886519445515973,0.9549400764966011,0.46589786193837784
32,311,0.4703909634673103,0.9412317669600067,0.4672077429260803
33,321,0.46747211491043683,0.9433892970701588,0.46409024523757386
34,331,0.4772805757994144,0.9434023757223652,0.473920174958994
35,341,0.4709275338497446,0.9441170982883931,0.46756930340047853
36,351,0.47775914458283636,0.9387254613936067,0.4740974737756284
37,361,0.4755378509739901,0.940865526702041,0.4720104552385101
38,371,0.4786366984190736,0.9486852298213891,0.47476612327420725
39,381,0.4816688782588251,0.9451291563523437,0.4777934629167119
40,391,0.48111226594917644,0.9477554425858685,0.4771617663013996
41,401,0.48396163279462323,0.9431519407223263,0.48004771199306
42,411,0.4845334037157659,0.9499856505488669,0.48011702242929905
43,421,0.4868466742881062,0.9459755653410817,0.48268023381684344
44,431,0.4889234737404927,0.9425647595278454,0.484537174936729
45,441,0.48863002248686355,0.9458674688994049,0.4841184096802075
46,451,0.49351406426512673,0.9477185729073033,0.48898725377819335
47,461,0.49519291128535475,0.944809136089599,0.4907207596029348
48,471,0.49348599775132,0.9459119315214749,0.48878824325076775
49,481,0.49493752239934846,0.9463632800671782,0.490090478242137
50,491,0.4953373913113802,0.9505187488545951,0.49079556464635593
51,501,0.49689042566143343,0.9471406831171284,0.49230769230769234
52,511,0.49821503703883907,0.9452246193018723,0.49360556118245896
53,521,0.4985842933668016,0.946935519769473,0.4937701718582169
54,531,0.500250703425165,0.9377726585169515,0.49533011272141714
55,541,0.49937925518669507,0.9361133902874096,0.4943145247800901
56,551,0.5036420437246215,0.9449667612171297,0.49860602072732263
57,561,0.5042452226502775,0.9465580295088573,0.49908886268624725
58,571,0.5023613043760863,0.9429052458477717,0.4973221936589546
59,581,0.505769776035712,0.9433835366297029,0.5005885500267523
60,591,0.5079351237161186,0.9436827523314945,0.502940835362038
61,601,0.5058242658203654,0.9447197192015363,0.500641130624565
62,611,0.5087322291472134,0.948400531139094,0.5034711310477411
63,621,0.5082968973529899,0.945872513461159,0.5029351853418287
64,631,0.5109443901563,0.9440280082967719,0.505440612331982
65,641,0.510978243221752,0.9417647986551269,0.505598837581316
66,651,0.5101567225150826,0.9420990272981477,0.5047964186740567
67,661,0.5109814296255244,0.9471450820038411,0.5053271255060728
68,671,0.5094043460689637,0.9441382102289805,0.5038347038772901
69,681,0.5102580344524892,0.9467352920618543,0.5047376024699245
70,691,0.5123026968192859,0.9409861718415852,0.5065985845040443
71,701,0.5128434103165989,0.9403157832349252,0.5071276808510637
72,711,0.51392914317994,0.9382475365211596,0.5083466192635098
73,721,0.5147666216023586,0.9421839114317103,0.5091913717989587
74,731,0.5164993125125795,0.945488274631718,0.5107264448057114
75,741,0.5149802417896199,0.9465698047676362,0.5093438097260565
76,751,0.517491313515361,0.9528915702646467,0.5117834607218684
77,761,0.516972290275295,0.9482005998528387,0.5113021123337415
78,771,0.5151093812828357,0.9545386347134985,0.5091777188328913
79,781,0.5176525380520134,0.9475026161331663,0.5118769624537095
80,791,0.518074684930261,0.9443876055589936,0.5121356650768415
81,801,0.5191216197891166,0.9415925977136397,0.513141161509114
82,811,0.5176054563473554,0.9410983434608243,0.5117067909736202
83,821,0.5214096453111438,0.9491100852999508,0.5154114824875112
84,831,0.5216038458994792,0.9457538605476155,0.5156746452022877
85,841,0.5190290453920051,0.9408332399362626,0.5129725934554697
86,851,0.5234648945943672,0.9435749474946032,0.517358150607881
87,861,0.5234712484058475,0.9490397694879079,0.5175661375661376
88,871,0.5235769983324507,0.9400412185637642,0.5174055400172225
89,881,0.5235943195843582,0.9489163513500343,0.5174566229369445
