loop,iteration,std_fitness,std_std_fitness,std_bd,std_std_bd
1,1,0.0,0.0,2.4661422e-06,1.7193900557974615e-07
2,11,0.0,0.0,1.3023615e-05,4.5508350245527483e-07
3,21,0.0,0.0,2.1904707e-05,1.1581700182143553e-06
4,31,0.0,0.0,2.912432e-05,1.5923159332687206e-06
5,41,0.0,0.0,3.6083162e-05,2.026048405798479e-06
6,51,0.0,0.0,4.144013e-05,2.4799656686931456e-06
7,61,0.0,0.0,4.658848e-05,3.3445946935869877e-06
8,71,0.0,0.0,5.0589442e-05,3.5470735246567398e-06
9,81,0.0,0.0,5.5089593e-05,3.3660017765127816e-06
10,91,0.0,0.0,6.005168e-05,3.4604420931817365e-06
11,101,0.0,0.0,6.368011e-05,3.951397246518573e-06
12,111,0.0,0.0,6.7561865e-05,4.028084241484532e-06
13,121,0.0,0.0,7.144362e-05,4.353018671536569e-06
14,131,0.0,0.0,7.427484e-05,4.514737890724555e-06
15,141,0.0,0.0,7.811934e-05,4.627584854219743e-06
16,151,0.0,0.0,8.071214e-05,5.05259816141337e-06
17,161,0.0,0.0,8.396059e-05,4.887740233486939e-06
18,171,0.0,0.0,8.762628e-05,4.603438401697828e-06
19,181,0.0,0.0,9.1686845e-05,4.635546278836717e-06
20,191,0.0,0.0,9.42871e-05,5.087016361021852e-06
21,201,0.0,0.0,9.6827745e-05,5.650979485723334e-06
22,211,0.0,0.0,9.9271536e-05,5.4330771562420365e-06
23,221,0.0,0.0,0.00010085106,5.024903045755784e-06
24,231,0.0,0.0,0.000102981925,5.0223690752597e-06
25,241,0.0,0.0,0.00010531396,4.776380880765684e-06
26,251,0.0,0.0,0.0001077801,5.089358876768443e-06
27,261,0.0,0.0,0.000109799206,5.143861928618161e-06
28,271,0.0,0.0,0.00011198968,4.690776828534331e-06
29,281,0.0,0.0,0.00011430681,4.5228512849347545e-06
30,291,0.0,0.0,0.00011630356,4.344602979843382e-06
31,301,0.0,0.0,0.00011853874,3.858244118210249e-06
32,311,0.0,0.0,0.00011960417,3.6916637317681246e-06
33,321,0.0,0.0,0.000121720135,3.5407591204599304e-06
34,331,0.0,0.0,0.0001225546,3.4972903949657917e-06
35,341,0.0,0.0,0.00012397766,3.3583401011094745e-06
36,351,0.0,0.0,0.00012591481,3.1719831612327296e-06
37,361,0.0,0.0,0.00012717396,2.939240513381645e-06
38,371,0.0,0.0,0.00012844056,2.8420820454265504e-06
39,381,0.0,0.0,0.00012984872,2.6527346069036054e-06
40,391,0.0,0.0,0.00013121217,2.4051617962906384e-06
