loop,iteration,std_fitness,std_std_fitness,std_bd,std_std_bd
1,1,5.47153,0.1803153162062768,26.83878,0.8942500665361116
2,11,9.122816,0.4693935753727354,45.959087,2.4025610087833855
3,21,12.164316,0.7378915743958594,61.43326,3.8396644562612297
4,31,14.932547,0.9106934550353157,75.00982,4.530698126121861
5,41,17.417603,1.1748548492499664,87.32709,5.827603884084035
6,51,19.650349,1.349662935931991,99.43267,6.3856024523982065
7,61,21.917747,1.465517512930309,110.1159,7.019484094015458
8,71,23.901321,1.5533072273372068,119.90235,7.562797977554602
9,81,25.779112,1.6506610733747376,128.83325,7.969054712539662
10,91,27.679115,1.7587193189655477,138.2441,8.353865860820612
11,101,29.220722,1.7497609988729783,146.04448,8.421208044657252
12,111,30.935505,1.7426815150637713,155.14104,8.19897802061598
13,121,32.30414,1.7533559296615622,162.19179,8.187425411240334
14,131,33.877922,1.7277984950908598,169.70816,8.035903766017611
15,141,35.440582,1.773230102771505,177.67647,8.242781909388116
16,151,36.63557,1.6363356801285733,183.56479,7.72544237795507
17,161,38.16631,1.641341286498139,190.85474,7.665676315411707
18,171,39.351784,1.5868692218495626,196.39485,7.527790428827306
19,181,40.347057,1.6187925847558602,201.67198,7.548843764422205
20,191,41.508095,1.5541563397129636,207.74687,7.416784276634725
21,201,42.604187,1.6300780225531033,213.64766,7.746006383025004
22,211,43.694847,1.6307824850315993,219.18896,7.570109377917867
23,221,44.598133,1.5870908420796335,223.40054,7.509851270133114
24,231,45.431667,1.6027463738320677,227.47089,7.709154007356191
25,241,46.37097,1.515878271551037,232.111,7.373301438806364
26,251,47.265022,1.4487701060893818,236.51953,7.0289201642938
27,261,48.16877,1.4138943434690714,240.45636,6.944370156041513
28,271,48.82932,1.4125800408256661,244.298,6.92691744134316
29,281,49.614937,1.3009212242384849,248.19952,6.68206238433315
30,291,50.372894,1.2716446522855975,251.86475,6.300493801624124
31,301,51.17823,1.2190753931363556,255.83868,6.290225284580515
32,311,51.7891,1.1555796035187889,258.78436,6.078058252555334
33,321,52.497654,1.103778484469851,262.34454,5.986889313227701
34,331,53.060303,1.0629085264237181,265.5567,5.778538908569876
35,341,53.653946,1.036860734660853,268.55865,5.470066782733088
36,351,54.201492,0.991097772150941,271.23514,5.112752835646957
37,361,54.959213,1.0087933130903273,274.90063,5.20041989096034
38,371,55.5796,0.9730242779967211,277.96973,4.838920065580747
39,381,56.12263,0.9807478493189978,280.39236,4.838900366901549
40,391,56.555157,0.9884262246481326,282.79297,4.900940160660596
41,401,56.974594,0.9232599460515989,285.52072,4.930329154360377
42,411,57.55083,0.8392637282953667,287.7652,4.649165304492414
43,421,58.018074,0.8069938997975132,290.83478,4.333286535737057
44,431,58.35262,0.7880087068982417,292.76382,4.0540797503137425
45,441,58.777332,0.8167148307028584,294.88626,4.003645150442778
46,451,59.18847,0.8116926243102133,296.7763,4.048362972394645
47,461,59.564102,0.776192049109909,298.97858,4.047574686714987
48,471,59.97502,0.7626092416773889,300.6106,3.906040937256022
49,481,60.32959,0.7270930673561959,302.39508,3.8652679585167222
50,491,60.636517,0.8186530598947028,304.21924,4.069432493454582
51,501,61.002396,0.8539615412191341,305.54895,4.206102246387256
52,511,61.258575,0.848998139107407,306.84457,3.934135372539179
53,521,61.54101,0.8426890337946494,308.29752,3.8444073289577476
54,531,61.815758,0.9086980405044575,309.7626,4.045666573361682
55,541,62.034683,0.9252289322149417,311.32162,4.195612783079958
56,551,62.21155,0.9322576651603572,311.985,4.105335546268535
57,561,62.58626,0.9169041420201784,313.31232,4.040718826611917
58,571,62.90039,0.9156974891226893,314.8578,3.9243846149193815
59,581,63.23565,0.8699192170592406,316.09735,3.7321515899941726
60,591,63.55348,0.8872718933395779,317.52472,3.8830689115801076
61,601,63.758812,0.8760367689670557,318.58508,3.709456146297458
62,611,63.916336,0.8215983312520522,320.2176,3.6187969272895035
63,621,64.10452,0.8197512736580532,321.17865,3.4917675973489453
64,631,64.31286,0.8690481038316832,322.35895,3.643481407767036
65,641,64.471275,0.875995502685349,323.8504,3.7222645209474283
66,651,64.71166,0.9212057757408154,324.74985,3.697546171990287
67,661,64.8756,0.9288555692808191,325.3059,3.6846288238117033
68,671,65.010735,0.8877679872218858,326.15533,3.633711469945849
69,681,65.176544,0.8499356728972829,327.07635,3.5247677220753113
70,691,65.46979,0.8585895243386097,328.22278,3.5491718951236964
71,701,65.809265,0.8626326808848348,328.93176,3.529790517769584
72,711,65.95416,0.8553948092103432,329.93042,3.4565367197355146
73,721,66.084564,0.900976132041777,330.78314,3.6699414047017096
74,731,66.19911,0.8723281426527513,331.42737,3.812019547765198
75,741,66.343475,0.9147262317214717,331.92252,3.6607601719315133
76,751,66.59817,0.8760333979730244,332.6261,3.4914567892064787
77,761,66.76596,0.8472466057671754,333.72247,3.280545130921994
78,771,66.79472,0.8527871647247987,334.18866,3.3840374077223254
79,781,66.919395,0.8130233838060009,334.857,3.1271372183938406
80,791,66.98956,0.7583985732925398,335.7047,3.1605218414647904
81,801,67.1165,0.7729134894296997,336.4368,3.267457819461484
82,811,67.28656,0.786726195990042,337.09058,3.3006672740547494
83,821,67.411674,0.7793961471997162,337.347,3.234532635868128
84,831,67.57002,0.8098053740632755,337.63782,3.3288443718359644
85,841,67.71738,0.8037781076640457,338.33588,3.317038314366587
86,851,67.85246,0.774597001959084,339.16354,3.2001496162673293
87,861,68.06485,0.7755606830814469,340.02167,3.1382359033023803
88,871,68.18634,0.7101071429833677,340.27875,3.1109671303798887
89,881,68.27771,0.7366912537747144,340.75537,3.169979584152544
90,891,68.47337,0.7055994567288151,341.5562,3.0745225298273575
91,901,68.58945,0.6991353433391815,342.4469,3.1065577531254793
92,911,68.67513,0.6844771599228116,342.94437,3.0988143832866153
93,921,68.822205,0.6783643823241322,343.24353,3.0677098007236645
94,931,68.89791,0.6873910061675218,343.7875,3.1917723027722396
95,941,69.02211,0.6897948921580687,344.05707,3.3142478047037964
96,951,69.0893,0.6567700495683394,344.5103,3.2608440948895474
97,961,69.15787,0.6411362145472663,344.88547,3.2365373253648775
98,971,69.2305,0.5907350974472411,345.17337,3.15298561722314
99,981,69.266556,0.5658995239730816,345.5341,3.1177197078351933
100,991,69.354965,0.5777359328585994,346.1214,2.936194063916069
101,1001,69.39479,0.5913905705079817,346.1839,2.946791565241074
102,1011,69.42424,0.6205581827645181,346.7268,2.9605498983087504
103,1021,69.45813,0.6042190141860831,347.47354,2.9648621278393334
104,1031,69.483696,0.5884672761740973,348.28864,2.7174439851787286
105,1041,69.63542,0.604577534898546,348.91266,2.832955814299972
106,1051,69.75481,0.5505329265206227,349.5136,2.7247775400248737
107,1061,69.80576,0.5206870283999793,349.9137,2.479334969062472
108,1071,69.8172,0.5033673622713333,350.32462,2.4982263061828514
109,1081,69.9132,0.5216248553127019,350.72925,2.5284307554212395
110,1091,69.952805,0.5369734222063506,350.90396,2.528227471620388
111,1101,70.13881,0.5212856297464561,351.5595,2.4060827089391585
112,1111,70.18541,0.48620594199512013,351.57672,2.279131979328966
113,1121,70.279755,0.5284825248539458,352.18085,2.304558841673616
114,1131,70.35152,0.5434633093508331,352.7263,2.0825897137016685
115,1141,70.38544,0.5563925533074625,353.178,2.1146891757646076
